,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due
1477,1478,413369,695,SPOKANE VALLEY          ,,SPOKANE,,413369,,14421 E TRENT AVE             ,SPOKANE VALLEY          ,WA,                         ,992161392.0,TREEHOUSE CLUB LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,14421 E TRENT AVE             ,                         ,TREEHOUSE CLUB                               ,6.0342e+15,992161392.0,,1,0,0,0,413369.0,2240673,723291.0,3.600026441,1,True,14.62228683,13.49156691
1480,1481,413374,169,TACOMA                  ,,PIERCE,,413374,,37332 19TH PL S               ,FEDERAL WAY             ,WA,                         ,980037576.0,DIAMOND LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151009.0,4002 S 12TH ST                ,                         ,DIAMOND GREEN                                ,6.03354e+15,984051509.0,,1,0,0,0,413374.0,1377737,426636.0,3.849999768,0,False,14.13595286,12.96368647
1493,1494,413390,27,TACOMA                  ,,PIERCE,,413390,,111 6TH ST S                  ,KIRKLAND                ,WA,                         ,980336771.0,ALL SPARK INC.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,4051 TACOMA MALL BLVD         ,                         ,ALL SPARK                                    ,6.03345e+15,984097287.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1506,1507,413407,480,ALLYN                   ,,MASON,,413407,,PO BOX 1270                   ,BELFAIR                 ,WA,                         ,985281270.0,BOK CHOY LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151013.0,211 E NORTH BAY RD            ,STE B                    ,NORTH BAY MARIJUANA                          ,6.0335e+15,985240000.0,,1,0,0,0,413407.0,63465,23482.0,1.110023988,0,False,11.05824385,10.06398945
1518,1519,413426,618,PROSSER                 ,,BENTON,,413426,,1800 RIVER RD APT 144         ,YAKIMA                  ,WA,                         ,989026222.0,"GREENCROSS INVESTMENTS, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,19705 N GRIFFIN RD            ,                         ,THE BAKE SHOP                                ,6.03413e+15,993500000.0,,1,0,0,0,413426.0,112306,41554.0,1.848755852,4,True,11.62898257,10.63474907
1566,1567,413481,638,EAST WENATCHEE          ,,DOUGLAS,,413481,,PO BOX 1175                   ,WENATCHEE               ,WA,                         ,988071175.0,"THE HAPPY CROP SHOPPE, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),PENDING        ,WA,,20151011.0,50 ROCK ISLAND RD             ,                         ,THE HAPPY CROP SHOPPE                        ,6.0334e+15,988025352.0,,1,0,0,0,413481.0,2222702,622229.0,4.849992364,3,True,14.61423413,13.34106347
1591,1592,413530,52,WINTHROP                ,,OKANOGAN,,413530,,5 LLOYD LN                    ,WINTHROP                ,WA,                         ,988629726.0,"LOTT,  AUSTIN",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,29 HORIZON FLATS RD STE 8     ,                         ,AUSTIN LOTT                                  ,6.03355e+15,988628400.0,,1,0,0,0,413530.0,250571,75315.0,4.850003049,0,False,12.43149759,11.2294346
1595,1596,413534,327,ANACORTES               ,,SKAGIT,,413534,,830 E FAIRHAVEN AVE           ,BURLINGTON              ,WA,                         ,982331917.0,THC A DIVISION OF THE HIGH COMPANY,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151012.0,8630 S MARCH POINT RD         ,                         ,HIGH SOCIETY                                 ,6.03353e+15,982213412.0,,1,0,0,0,413534.0,1066732,332236.0,3.349988261,2,True,13.88011033,12.71360084
1602,1603,413541,282,PORT ORCHARD            ,,KITSAP,,413541,,4851 GEIGER RD SE             ,PORT ORCHARD            ,WA,                         ,983669350.0,LYMAN'S MARIJUANA L.L.C.,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151023.0,4851 GEIGER RD SE             ,                         ,GREENWAY MARIJUANA                           ,6.03354e+15,983669350.0,,1,0,0,0,413541.0,1190616,383585.0,3.850436099,0,False,13.98998138,12.85731652
1606,1607,413543,516,SEATTLE                 ,,KING,,413543,,4339 UNIVERSITY WAY NE        ,SEATTLE                 ,WA,                         ,981055808.0,PIECE OF MIND MARIJUANA LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,4339 UNIVERSITY WAY NE        ,                         ,PIECE OF MIND MARIJUANA                      ,6.03354e+15,981055808.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1613,1614,413550,320,VANCOUVER               ,,CLARK,,413550,,1906 BROADWAY                 ,VANCOUVER               ,WA,                         ,986630000.0,"BARBA ROJA ENTERPRISES, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151009.0,1906 BROADWAY                 ,                         ,HIGH END MARKET PLACE                        ,6.0335e+15,986630000.0,,1,0,0,0,413550.0,2951030,940849.0,3.350013892,0,False,14.89766482,13.75453794
1615,1616,413551,498,CHEHALIS                ,,LEWIS,,413551,,391 NW STATE AVE STE 1        ,CHEHALIS                ,WA,                         ,985321637.0,BRAVE NEW CORPORATION,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,391 NW STATE AVE STE 1        ,                         ,OLD TOBY                                     ,6.03333e+15,985321637.0,,1,0,0,0,413551.0,765076,258060.0,2.599980592,0,False,13.54773045,12.4609474
1624,1625,413563,540,SPOKANE                 ,,SPOKANE,,413563,,1514 E FRANCIS AVE            ,SPOKANE                 ,WA,                         ,992082738.0,ROSEBUD CANNABIS CO LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,1514 E FRANCIS AVE            ,                         ,ROSEBUD CANNABIS CO LLC                      ,6.03553e+15,992082738.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1629,1630,413570,316,SEATTLE                 ,,KING,,413570,,PO BOX 30606                  ,SEATTLE                 ,WA,                         ,981130606.0,"BUD BOUQUETS, INC.",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,11013 LAKE CITY WAY NE        ,                         ,HERBN ELEMENTS                               ,6.03355e+15,981250000.0,,1,0,0,0,413570.0,1463400,498752.0,2.599959559,2,True,14.19627305,13.11986426
1644,1645,413600,639,CASHMERE                ,,CHELAN,,413600,,PO BOX 1175                   ,WENATCHEE               ,WA,                         ,988071175.0,"THE HAPPY CROP SHOPPE, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),PENDING        ,WA,,20151011.0,5736 VALE RD                  ,                         ,THE HAPPY CROP SHOPPE                        ,6.0334e+15,988150000.0,,1,0,0,0,413600.0,612119,186183.0,3.600050678,2,True,13.32468199,12.13448534
1679,1680,413634,672,SPOKANE VALLEY          ,,SPOKANE,,413634,,7413 E TRENT AVE              ,SPOKANE VALLEY          ,WA,                         ,992121247.0,"THE SPOT MEDICAL, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151023.0,7413 E TRENT AVE              ,                         ,THE SPOT MEDICAL                             ,6.03441e+15,992121247.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1740,1741,413702,305,BELLINGHAM              ,,WHATCOM,,413702,,2118 JAMES ST                 ,BELLINGHAM              ,WA,                         ,982254140.0,"HEALTHY LIVING CENTER, L.L.C.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,2118 JAMES ST                 ,                         ,HEALTHY LIVING CENTER                        ,6.02946e+15,982254140.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1772,1773,413726,60,CAMAS                   ,,CLARK,,413726,,PO BOX 871443                 ,VANCOUVER               ,WA,                         ,986871443.0,"BEHIND THE GREEN DOOR, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1601 NW 6TH AVE               ,                         ,BEHIND THE GREEN DOOR                        ,6.0335e+15,986072607.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1775,1776,413729,86,FERNDALE                ,,WHATCOM,,413729,,2509 MILL AVE                 ,BELLINGHAM              ,WA,                         ,982258614.0,GENKI LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151009.0,6061 PORTAL WAY               ,                         ,BUDS SOS                                     ,6.03351e+15,982489360.0,,1,0,0,0,413729.0,76942,28469.0,1.479262825,0,False,11.25080717,10.25657105
1776,1777,413730,201,SPOKANE                 ,,SPOKANE,,413730,,2225 E SPRAGUE AVE STE 1      ,SPOKANE                 ,WA,                         ,992023930.0,EVERGREEN PREMIER MEDICAL LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,2225 E SPRAGUE AVE STE 1      ,                         ,EVERGREEN PREMIER MEDICAL LLC                ,6.03382e+15,992023930.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1777,1778,413732,476,VANCOUVER               ,,CLARK,,413732,,6515 E MILL PLAIN BLVD        ,VANCOUVER               ,WA,                         ,986617455.0,NEW VANSTERDAM LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151012.0,6515 E MILL PLAIN BLVD        ,                         ,NEW VANSTERDAM                               ,6.03352e+15,986617455.0,,1,0,0,0,413732.0,15762498,4501035.0,4.849995883,2,True,16.57314413,15.31981793
1782,1783,413739,545,SPOKANE                 ,,SPOKANE,,413739,,10525 E TRENT AVE STE 1       ,SPOKANE                 ,WA,                         ,992060000.0,ROYAL HIGH LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151009.0,10525 E TRENT AVE STE 1       ,                         ,SATIVA SISTERS                               ,6.03354e+15,992060000.0,,1,0,0,0,413739.0,5912776,1771564.0,4.600003649,1,True,15.59262599,14.38737333
1803,1804,413773,664,UNION GAP               ,,YAKIMA,,413773,,PO BOX 200                    ,MOXEE                   ,WA,                         ,989360200.0,K&B WEAVER LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,4101 MAIN STREET              ,                         ,THE SLOW BURN                                ,6.0341e+15,989032042.0,,1,0,0,0,413773.0,2655543,840264.0,3.600011884,8,True,14.79215971,13.64147141
1814,1815,413791,623,RENTON                  ,,KING,,413791,,409 RAINIER AVE N             ,RENTON                  ,WA,                         ,980575319.0,"DOREMOUSE ORGANICS, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151023.0,409 RAINIER AVE N             ,                         ,THE EVERGREEN MARKET                         ,6.0335e+15,980575319.0,,1,0,0,0,413791.0,2036904,698764.0,2.600000432,1,True,14.52694157,13.45706834
1822,1823,413799,300,SEATTLE                 ,,KING,,413799,,11736 AURORA AVE N            ,SEATTLE                 ,WA,                         ,981338248.0,"HAVE A HEART COMPASSION CARE, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,11736 AURORA AVE N            ,                         ,HAVE A HEART CC                              ,6.03106e+15,981338248.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1823,1824,413800,302,SNOHOMISH               ,,SNOHOMISH,,413800,,14510 STATE ROUTE 2           ,SNOHOMISH               ,WA,                         ,982904548.0,K B D PARTNERS INC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,14510 STATE ROUTE 2 BLDG B    ,                         ,HAVE A HEART CC NORTH                        ,6.03344e+15,982904548.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1828,1829,413803,147,SEATTLE                 ,,KING,,413803,,11537 RAINIER AVE S           ,SEATTLE                 ,WA,                         ,981780000.0,"RHEE VENTURES, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151021.0,11537 RAINIER AVE S           ,                         ,CLUTCH CANNABIS                              ,6.03352e+15,981783984.0,,1,0,0,0,413803.0,1593862,486930.0,3.600002895,4,True,14.28167056,13.09587565
1831,1832,413805,538,GRANITE FALLS           ,,SNOHOMISH,,413805,,8411 STATE ROUTE 92 UNIT 2    ,GRANITE FALLS           ,WA,                         ,982528771.0,"NICKLIN JR,  JAMES  EUGENE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,8411 STATE ROUTE 92 UNIT 2    ,                         ,RIVERSIDE WELLNESS CENTER                    ,6.03241e+15,982528771.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1832,1833,413806,150,DRYDEN                  ,,CHELAN,,413806,,4835 Y ST                     ,WASHOUGAL               ,WA,                         ,986710000.0,"COLUMBIA HERBAL, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151030.0,8459 MAIN ST                  ,                         ,COLUMBIA HERBAL                              ,6.03353e+15,988210000.0,,1,0,0,0,413806.0,82958,27708.0,2.850334269,4,True,11.32608973,10.22947646
1836,1837,413809,521,SEATTLE                 ,,KING,,413809,,2413 E UNION ST               ,SEATTLE                 ,WA,                         ,981223045.0,PONDER LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,2413 E UNION ST               ,                         ,PONDER                                       ,6.03354e+15,981223045.0,,1,0,0,0,413809.0,63408,23460.0,1.459980761,0,False,11.05734532,10.06305212
1845,1846,413819,124,ARLINGTON               ,,SNOHOMISH,,413819,,1429 AVENUE D PMB 199         ,SNOHOMISH               ,WA,                         ,982901742.0,CASCADE KROPZ LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,19129 SMOKEY POINT BLVD STE B ,                         ,CASCADE KROPZ                                ,6.03366e+15,982234258.0,,1,0,0,0,413819.0,5093166,1467309.0,4.850020826,2,True,15.4434102,14.19894067
1849,1850,413821,19,OLYMPIA                 ,,THURSTON,,413821,,PO BOX 2763                   ,OLYMPIA                 ,WA,                         ,985072763.0,"A BUD & LEAF, INC.",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151011.0,421 LILLY RD SE               ,                         ,A BUD & LEAF                                 ,6.03358e+15,985012108.0,,1,0,0,0,413821.0,574240,187946.0,3.350086254,0,False,13.26080271,12.14390997
1868,1869,413843,337,BREMERTON               ,,KITSAP,,413843,,PO BOX 5402                   ,BREMERTON               ,WA,                         ,983124639.0,HIGH WASHINGTON LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151011.0,1110 CHARLESTON BEACH RD W    ,                         ,HWY 420                                      ,6.03406e+15,983124504.0,,1,0,0,0,413843.0,3507208,1041707.0,4.099998368,0,False,15.07033084,13.85637127
1872,1873,413847,604,ROCHESTER               ,,THURSTON,,413847,,19949 OLD HIGHWAY 99 SW # 110 ,ROCHESTER               ,WA,                         ,985798689.0,"SWEET GREENS NORTHWEST, LLC",MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151009.0,19943 OLD HWY 99 SW           ,                         ,SWEET GREENS NORTHWEST                       ,6.03356e+15,985798689.0,,1,0,0,0,413847.0,295260,104145.0,2.35014458,2,True,12.5956116,11.55353944
1874,1875,413848,647,VANCOUVER               ,,CLARK,,413848,,6018 NE ST JOHNS RD STE D     ,VANCOUVER               ,WA,                         ,986610000.0,RWZ LLC,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151012.0,6018 NE ST JOHNS RD STE D     ,                         ,THE HERBERY                                  ,6.03355e+15,986610000.0,,1,0,0,0,413848.0,1293582,455659.0,2.349996557,0,False,14.07292567,13.0295
1908,1909,413883,398,PORT ORCHARD            ,,KITSAP,,413883,,5163 BETHEL RD SE             ,PORT ORCHARD            ,WA,                         ,983677826.0,PAT WATERS LIMITED LIABILITY COMPANY,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151022.0,4211 FEIGLEY RD W             ,                         ,LEGAL MARIJUANA SUPERSTORE                   ,6.03357e+15,98367.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1910,1911,413886,250,BELLINGHAM              ,,WHATCOM,,413886,,4220 MERIDIAN ST STE 102      ,BELLINGHAM              ,WA,                         ,982269153.0,GREENCO LIMITED LIABILITY COMPANY,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151009.0,4220 MERIDIAN ST STE 102      ,                         ,GREEN LEAF                                   ,6.03358e+15,982269153.0,,1,0,0,0,413886.0,2326713,688588.0,4.5999949,0,False,14.6599671,13.4423984
1917,1918,413893,84,RENTON                  ,,KING,,413893,,21323 NE 156TH ST             ,WOODINVILLE             ,WA,                         ,980777709.0,"SEATTLE TRIBE PARTNERS, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20131220.0,430 SUNSET BLVD NE STE A      ,                         ,BUDDY'S                                      ,6.03359e+15,980575512.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1918,1919,413895,580,SEATTLE                 ,,KING,,413895,,2724 3RD AVE S                ,SEATTLE                 ,WA,                         ,981341909.0,"FORTNER,  TIRZAH  VICTORIA",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,2724 3RD AVE S                ,                         ,SODO GLASS AND VAPE                          ,6.02875e+15,981341909.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
1921,1922,413897,620,NORTH BONNEVILLE        ,,SKAMANIA,,413897,,PO BOX 376                    ,NORTH BONNEVILLE        ,WA,                         ,986390007.0,NORTH BONNEVILLE PUBLIC DEVELOPMENT AUTHORITY,MEDICAL MARIJUANA                  ,0CTIVE (ISSUED),APPROVED       ,WA,,20151010.0,484 EVERGREEN DR              ,                         ,THE CANNABIS CORNER                          ,6.03359e+15,986394619.0,,1,0,0,0,413897.0,785836,248567.0,2.849998473,0,False,13.5745034,12.42346771
