,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due,age,months_old
93,94,412017,1167,SEDRO WOOLLEY           ,SEDRO WOOLLEY           ,SKAGIT,20141231.0,412017,                         ,5671 BROOKINGS RD             ,,,,,"MARTINDALE,  MICHAEL  D",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,5675 BROOKINGS RD             ,                         ,DUKE'S HILL CANNA                            ,6.00435e+15,982848924.0,982848924.0,0,1,0,0,412017.0,10899,0.0,0.0,0,False,9.296426321,#NAME?,13.0333333333,13.0333333333
94,95,412017,1598,SEDRO WOOLLEY           ,SEDRO WOOLLEY           ,SKAGIT,20141231.0,412017,                         ,5671 BROOKINGS RD             ,,,,,"MARTINDALE,  MICHAEL  D",MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,5675 BROOKINGS RD             ,                         ,DUKE'S HILL CANNA                            ,6.00435e+15,982848924.0,982848924.0,0,0,1,0,412017.0,10899,0.0,0.0,0,False,9.296426321,#NAME?,13.0333333333,13.0333333333
95,96,412022,180,TUMTUM                  ,NINE MILE FALLS         ,STEVENS,20150404.0,412022,                         ,6549 LONG LAKE DR             ,,,,,"CARDWELL,  KEVIN  CARL",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,6822 SHANNON WAY              ,                         ,MARIJUANA AND MORE                           ,6.0128e+15,990340000.0,990260000.0,0,1,0,0,412022.0,21832,5458.0,0.5,0,False,9.991132062,8.604837701,9.9,9.9
96,97,412022,242,TUMTUM                  ,NINE MILE FALLS         ,STEVENS,20150404.0,412022,                         ,6549 LONG LAKE DR             ,,,,,"CARDWELL,  KEVIN  CARL",MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,6822 SHANNON WAY              ,                         ,MARIJUANA AND MORE                           ,6.0128e+15,990340000.0,990260000.0,0,0,1,0,412022.0,21832,5458.0,0.5,0,False,9.991132062,8.604837701,9.9,9.9
97,98,412024,752,EVERETT                 ,ISSAQUAH                ,SNOHOMISH,20131119.0,412024,APT B115                 ,5000 NW VILLAGE PARK DR       ,,,,,"BLANCHARD,  LANCE  DOUGLAS",MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2916 STATE ST                 ,STE C                    ,SMASH COOPERATIVE                            ,6.01295e+15,982013842.0,980277800.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
98,99,412024,541,EVERETT                 ,ISSAQUAH                ,SNOHOMISH,20131119.0,412024,APT B115                 ,5000 NW VILLAGE PARK DR       ,,,,,"BLANCHARD,  LANCE  DOUGLAS",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2916 STATE ST                 ,STE C                    ,SMASH COOPERATIVE                            ,6.01295e+15,982013842.0,980277800.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
99,100,412027,799,GIG HARBOR              ,GIG HARBOR              ,PIERCE,20131119.0,412027,                         ,PO BOX 2766                   ,,,,,"TIMBERLINE DEVELOPMENT, INC.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,9401 STATE ROUTE 302 NW STE A ,                         ,THE RETAIL POT SHOP                          ,6.01637e+15,983290000.0,983351310.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
100,101,412031,245,YELM                    ,SEATTLE                 ,THURSTON,20150424.0,412031,                         ,3829 E LAKE SAMMAMISH SHORE LN,,,,,"CC AIKEN, INC.",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,12341 ZELLER RD SE STE A      ,                         ,MY WEED BUNNY                                ,6.02028e+15,985970000.0,981219604.0,0,1,0,0,412031.0,171934,0.0,0.0,2,True,12.05486899,#NAME?,9.23333333333,9.23333333333
101,102,412031,337,YELM                    ,SEATTLE                 ,THURSTON,20150424.0,412031,                         ,3829 E LAKE SAMMAMISH SHORE LN,,,,,"CC AIKEN, INC.",MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,12341 ZELLER RD SE STE A      ,                         ,MY WEED BUNNY                                ,6.02028e+15,985970000.0,981219604.0,0,0,1,0,412031.0,171934,0.0,0.0,2,True,12.05486899,#NAME?,9.23333333333,9.23333333333
102,103,412032,1336,NEWPORT                 ,NEWPORT                 ,PEND OREILLE,20150720.0,412032,                         ,8661 SCOTIA RD                ,,,,,"JOHNSON,  DETRA",MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,310 BROKEN J LN #B            ,                         ,BROKEN J 420                                 ,6.0218e+15,991566005.0,991568509.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,6.33333333333,6.33333333333
103,104,412033,425,MALO                    ,MALO                    ,FERRY,20140617.0,412033,                         ,415 N EMPIRE CREEK RD         ,,,,,"KEITH,  MARC  R",MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),PENDING        ,WA,WA,,415 N EMPIRE CREEK RD STE A   ,                         ,OKANOGAN HIGHLANDS CANNABIS                  ,6.02216e+15,991509713.0,991509713.0,0,0,1,0,412033.0,40005,0.0,0.0,0,False,10.59675973,#NAME?,19.6,19.6
104,105,412033,304,MALO                    ,MALO                    ,FERRY,20140617.0,412033,                         ,415 N EMPIRE CREEK RD         ,,,,,"KEITH,  MARC  R",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),PENDING        ,WA,WA,,415 N EMPIRE CREEK RD STE A   ,                         ,OKANOGAN HIGHLANDS CANNABIS                  ,6.02216e+15,991509713.0,991509713.0,0,1,0,0,412033.0,40005,0.0,0.0,0,False,10.59675973,#NAME?,19.6,19.6
105,106,412034,1353,FORD                    ,FORD                    ,LINCOLN,20131119.0,412034,                         ,38278 ANGELS LANDING RD N     ,,,,,BUDDY BOY FARMS INC.,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,38278 ANGELS LANDING RD N     ,STE B                    ,BUDDY BOY FARMS                              ,6.02217e+15,990139524.0,990139524.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
106,107,412037,915,SNOHOMISH               ,SNOHOMISH               ,SNOHOMISH,20150401.0,412037,                         ,17833 TESTER RD               ,,,,,PUGET SOUND NURSERY SERVICES LLC,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,17829 TESTER RD               ,                         ,THE MARKET GARDEN                            ,6.02379e+15,982906647.0,982906647.0,0,0,1,0,412037.0,218487,0.0,0.0,0,False,12.2944818,#NAME?,10.0,10.0
107,108,412037,656,SNOHOMISH               ,SNOHOMISH               ,SNOHOMISH,20150401.0,412037,                         ,17833 TESTER RD               ,,,,,PUGET SOUND NURSERY SERVICES LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,17829 TESTER RD               ,                         ,THE MARKET GARDEN                            ,6.02379e+15,982906647.0,982906647.0,0,1,0,0,412037.0,218487,0.0,0.0,0,False,12.2944818,#NAME?,10.0,10.0
108,109,412038,1005,SEATTLE                 ,SEATTLE                 ,KING,20131119.0,412038,                         ,9736 59TH AVE S               ,,,,,"PALMER,  AMY  LOUISE",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,9736 59TH AVE S               ,                         ,AMY LOUISE PALMER                            ,6.02382e+15,981185811.0,981185811.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
109,110,412041,1705,ANACORTES               ,ANACORTES               ,SKAGIT,20131119.0,412041,                         ,11912 FIDALGO BAY RD          ,,,,,"FBR SOUTH BAY, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11914 FIDALGO BAY RD          ,                         ,FBR SOUTH BAY                                ,6.02813e+15,982219348.0,982219348.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
110,111,412041,1250,ANACORTES               ,ANACORTES               ,SKAGIT,20131119.0,412041,                         ,11912 FIDALGO BAY RD          ,,,,,"FBR SOUTH BAY, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11914 FIDALGO BAY RD          ,                         ,FBR SOUTH BAY                                ,6.02813e+15,982219348.0,982219348.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
111,112,412042,2034,MEDICAL LAKE            ,MEDICAL LAKE            ,SPOKANE,20131119.0,412042,                         ,PO BOX 1049                   ,,,,,"MARTINEZ,  CHRISTINA  MARIA",MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11017 SILVER LAKE SOUTH RD #A ,                         ,I502 GARDENS                                 ,6.03461e+15,990229523.0,990221049.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
112,113,412042,1493,MEDICAL LAKE            ,MEDICAL LAKE            ,SPOKANE,20131119.0,412042,                         ,PO BOX 1049                   ,,,,,"MARTINEZ,  CHRISTINA  MARIA",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11017 SILVER LAKE SOUTH RD #A ,                         ,I502 GARDENS                                 ,6.03461e+15,990229523.0,990221049.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
113,114,412043,2030,CLE ELUM                ,CLE ELUM                ,KITTITAS,20150701.0,412043,                         ,340 POWERLINE RD              ,,,,,"HUGHES,  CLIFFORD  H",MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,"340 POWERLINE RD, SUITE A     ",                         ,HYDRO LIGHT                                  ,6.02933e+15,989228384.0,989228384.0,0,0,1,0,412043.0,32585,8147.0,0.75005854,0,False,10.39160734,9.00540504,6.96666666667,6.96666666667
114,115,412044,875,NORTH BEND              ,NORTH BEND              ,KING,20141104.0,412044,                         ,47600 SE 153RD ST             ,,,,,"EARTH SPHERE, LLC",MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,47600 SE 153RD ST STE A       ,                         ,APSU                                         ,6.02966e+15,980458669.0,980458669.0,0,1,0,0,412044.0,77630,0.0,0.0,6,True,11.25971065,#NAME?,14.9333333333,14.9333333333
115,116,412044,1217,NORTH BEND              ,NORTH BEND              ,KING,20141104.0,412044,                         ,47600 SE 153RD ST             ,,,,,"EARTH SPHERE, LLC",MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,47600 SE 153RD ST STE A       ,                         ,APSU                                         ,6.02966e+15,980458669.0,980458669.0,0,0,1,0,412044.0,77630,0.0,0.0,6,True,11.25971065,#NAME?,14.9333333333,14.9333333333
116,117,412048,262,EDGEWOOD                ,EDGEWOOD                ,PIERCE,20150617.0,412048,                         ,3204 MERIDIAN AVE E           ,,,,,BUTTS TOBACCO INC,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,3204 MERIDIAN AVE E           ,                         ,MARY JEAN'S GREENS INC.                      ,6.03118e+15,983722608.0,983712608.0,0,0,0,1,412048.0,464,116.0,0.25,0,False,6.139884552,4.753590191,7.43333333333,7.43333333333
117,118,412049,1543,ARLINGTON               ,SEATTLE                 ,SNOHOMISH,20131119.0,412049,                         ,10031 LAKESHORE BLVD NE       ,,,,,"DAYANDNIGHT, INC.",MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11407 67TH AVE NE             ,                         ,DAYANDNIGHT                                  ,6.03121e+15,982238802.0,981258157.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
118,119,412049,1124,ARLINGTON               ,SEATTLE                 ,SNOHOMISH,20131119.0,412049,                         ,10031 LAKESHORE BLVD NE       ,,,,,"DAYANDNIGHT, INC.",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11407 67TH AVE NE             ,                         ,DAYANDNIGHT                                  ,6.03121e+15,982238802.0,981258157.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
119,120,412050,972,SPOKANE                 ,COLBERT                 ,SPOKANE,20150814.0,412050,                         ,5510 E GREENBLUFF RD          ,,,,,EMERALD GROWING L.L.C.,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,6009 N JULIA ST               ,                         ,BULLDOG WEED                                 ,6.0343e+15,992176584.0,990059149.0,0,1,0,0,412050.0,8,0.0,0.0,0,False,2.079441542,#NAME?,5.5,5.5
120,121,412050,1358,SPOKANE                 ,COLBERT                 ,SPOKANE,20150814.0,412050,                         ,5510 E GREENBLUFF RD          ,,,,,EMERALD GROWING L.L.C.,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,6009 N JULIA ST               ,                         ,BULLDOG WEED                                 ,6.0343e+15,992176584.0,990059149.0,0,0,1,0,412050.0,8,0.0,0.0,0,False,2.079441542,#NAME?,5.5,5.5
121,122,412051,762,SEATTLE                 ,SEATTLE                 ,KING,20131119.0,412051,                         ,2724 1ST AVE S STE C          ,,,,,"SOLSTICE GROUP, INC.",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,640 S SPOKANE ST STE B        ,                         ,SOLSTICE                                     ,6.03133e+15,981342225.0,98134.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
122,123,412052,763,ELLENSBURG              ,SEATTLE                 ,KITTITAS,20131119.0,412052,                         ,PO BOX 94523                  ,,,,,"SOLSTICE GROUP, INC.",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4930 WEAVER RD STE B          ,                         ,SOLSTICE                                     ,6.03133e+15,989267883.0,981246823.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
123,124,412053,1354,FORD                    ,FORD                    ,LINCOLN,20150714.0,412053,                         ,38278 ANGELS LANDING RD       ,,,,,BUDDY BOY FARMS INC.,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,38278 ANGELS LANDING RD N     ,STE A                    ,BUDDY BOY FARMS                              ,6.02217e+15,990139524.0,990139524.0,0,0,1,0,412053.0,2940621,0.0,0.0,3,True,14.89413134,#NAME?,6.53333333333,6.53333333333
124,125,412053,969,FORD                    ,FORD                    ,LINCOLN,20150714.0,412053,                         ,38278 ANGELS LANDING RD       ,,,,,BUDDY BOY FARMS INC.,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,38278 ANGELS LANDING RD N     ,STE A                    ,BUDDY BOY FARMS                              ,6.02217e+15,990139524.0,990139524.0,0,1,0,0,412053.0,2940621,0.0,0.0,3,True,14.89413134,#NAME?,6.53333333333,6.53333333333
125,126,412054,1355,FORD                    ,FORD                    ,LINCOLN,20131119.0,412054,                         ,38278 ANGELS LANDING RD N     ,,,,,BUDDY BOY FARMS INC.,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,38278 ANGELS LANDING RD N     ,STE C                    ,BUDDY BOY FARMS                              ,6.02217e+15,990139524.0,990139524.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
126,127,412055,764,ELLENSBURG              ,SEATTLE                 ,KITTITAS,20131119.0,412055,                         ,PO BOX  94523                 ,,,,,"SOLSTICE GROUP, INC.",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4930 WEAVER RD STE C          ,                         ,SOLSTICE                                     ,6.03133e+15,989267883.0,981246823.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
127,128,412056,550,SEATTLE                 ,SEATTLE                 ,KING,20131119.0,412056,                         ,2724 1ST AVE S STE C          ,,,,,"SOLSTICE GROUP, INC.",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,640 S SPOKANE ST STE A        ,                         ,SOLSTICE                                     ,6.03133e+15,981342225.0,981340000.0,0,1,0,0,412056.0,6545,0.0,0.0,0,False,8.786456678,#NAME?,26.6,26.6
128,129,412058,1415,NEWPORT                 ,NEWPORT                 ,PEND OREILLE,20150528.0,412058,                         ,556 LONE PINE RD              ,,,,,CAROL'S COUNTRY STORE LLC,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,556 LONE PINE RD              ,                         ,CAROL'S COUNTRY STORE                        ,6.03176e+15,991560000.0,991560000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,8.1,8.1
129,130,412058,1022,NEWPORT                 ,NEWPORT                 ,PEND OREILLE,20150528.0,412058,                         ,556 LONE PINE RD              ,,,,,CAROL'S COUNTRY STORE LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,556 LONE PINE RD              ,                         ,CAROL'S COUNTRY STORE                        ,6.03176e+15,991560000.0,991560000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,8.1,8.1
130,131,412059,1416,CAMAS                   ,CAMAS                   ,CLARK,20131119.0,412059,                         ,4313 NW SIERRA ST             ,,,,,CAROL'S COUNTRY STORE LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2129 NW 43RD AVE STE A        ,                         ,CAROL'S COUNTRY STORE                        ,6.03176e+15,986079553.0,986079554.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
131,132,412060,1099,BRUSH PRAIRIE           ,BRUSH PRAIRIE           ,CLARK,20141209.0,412060,                         ,11700 NE 154TH ST             ,,,,,WELWATER LLC,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,11700 NE 154TH ST             ,SUITE B                  ,WELWATER                                     ,6.03177e+15,986069572.0,986069572.0,0,0,1,0,412060.0,105493,0.0,0.0,0,False,11.56639988,#NAME?,13.7666666667,13.7666666667
